"id"	"VerbLoc"	"LocID"	"Lat"	"Long"	"LatLongP"	"CoordProto"	"ElevMin"	"ElevMax"	"Country"	"CountryCod"	"Munici"	"Provin"
2518	"MANANTIAL DE ITURGOYEN"	"ITURGOYE"	43,36246	-2,70239	0,001	"Georeferenced at site location"	27	27	"SPAIN"		"BUSTURIA"	"VIZCAYA"
2519	"PRADIELIS"	"PRADIELI"	46,28929	13,26858	0,001	"Georeferenced at site location"	396	396	"ITALY"		"PRADIELIS"	"UDINE"
2520	"HYPORHEIC ZONE AND PHREATIC WATER ALONG THE SAVA RIVER NEAR BERICEVO"	"BERICEVO"	46,083517	14,562022	0,001	"Georeferenced at site location"	274	274	"SLOVENIA"		"BERICEVO"	"LJUBLJANA"
2521	"PHREATIC WATER ALONG THE SAVA RIVER NEAR SREDNJE GAMELJNE"	"SREDNJE"	46,115597	14,474961	0,001	"Georeferenced at site location"	296	296	"SLOVENIA"		"SREDNJE GAMELJNE"	"LJUBLJANA"
2522	"PHREATIC WATER ALONG THE SAVA RIVER NEAR KLECE PRI DOLU"	"KLECEDOL"	46,079056	14,658694	0,001	"Georeferenced at site location"	260	260	"SLOVENIA"		"KLECE PRI DOLU"	"LJUBLJANA"
2523	"HYPORHEIC ZONE AND PHREATIC WATER ALONG THE SAVA RIVER NEAR MEDVODE"	"MEDVODE"	46,137381	14,417283	0,001	"Georeferenced at site location"	309	309	"SLOVENIA"		"MEDVODE"	"LJUBLJANA"
2524	"SORGENTE MUSTIG. CASE POTCLADIE (VEDRONZA). COM. LUESEVERA (UD)"	"CKMAP391"	46,26515	13,24852	0,100	"Nearest locality"	313	313	"ITALY"		"VEDRONZA"	"FRIULI VENEZIA GIULIA"
2525	"T. TORRE (UD/056). PONTE DI NIMIS"	"CKMAP453"	46,17519	13,25137	0,100	"Nearest locality"	191	191	"ITALY"		"NIMIS"	"FRIULI VENEZIA GIULIA"
2526	"T. TORRE. CENTRALINA IDROELETTRICA A MONTE DI PRADIELIS"	"CKMAP454"	46,26515	13,24852	0,100	"Nearest locality"	395	395	"ITALY"		"PRADIELIS"	"FRIULI VENEZIA GIULIA"
2527	"T. TORRE. PONTE DI NIMIS"	"CKMAP455"	46,17519	13,25137	0,100	"Nearest locality"			"ITALY"		"NIMIS"	"FRIULI VENEZIA GIULIA"
2528	"FUZINE"	"FUZINE"	46,0487	14,5601	0,001	"Georeferenced at site location"	281	281	"SLOVENIA"		"LJUBLJANA"	"LJUBLJANA"
2529	"HUDOURNIK"	"HUDOURN1"	45,89186	14,59986	0,001	"Georeferenced at site location"	557	557	"SLOVENIA"		"VELIKI LOCNIK"	"LJUBLJANA"
2530	"LJUBLJANA"	"LJUBLJA1"	46,08649	14,69031	0,001	"Georeferenced at site location"	338	338	"SLOVENIA"		"LAZE PRI DOLSKEM"	"LJUBLJANA"
2531	"ROGOVILA"	"ROGOVILA"	45,94497	14,57135	0,001	"Georeferenced at site location"	405	405	"SLOVENIA"		"PIJAVA GORICA"	"GROSUPLJE"
2532	"SAVA RIVER IN CRNUCE (BOU-ROUCH SAMPLING)"	"SAVACRNU"	46,10071	14,51909	0,010	"Nearest locality"			"SLOVENIA"		"CRNUCE"	"LJUBLJANA"
2533	"CODE STATION SLOVEN50"	"SLOVEN50"	46,10007	14,96396	0,100	"Nearest locality"			"SLOVENIA"		"INCONNU"	"INCONNU"
2534	"CODE STATION SLOVEN51"	"SLOVEN51"	45,84492	14,67552	0,100	"Nearest locality"			"SLOVENIA"		"INCONNU"	"INCONNU"
2535	"CODE STATION SLOVEN71"	"SLOVEN71"	45,94892	14,46429	0,100	"Nearest locality"			"SLOVENIA"		"INCONNU"	"INCONNU"
2536	"CODE STATION SLOVEN72"	"SLOVEN72"	45,91673	14,57692	0,100	"Nearest locality"			"SLOVENIA"		"INCONNU"	"INCONNU"
2537	"NORTONBRUNNEN BEI STRAHOMER"	"STRAHOME"	45,94382	14,4925	0,001	"Georeferenced at site location"	310	310	"SLOVENIA"		"STRAHOMER"	"LJUBLJANA"
2538	"TOMACEVO"	"TOMACEVO"	46,08312	14,54531	0,001	"Georeferenced at site location"	276	276	"SLOVENIA"		"LJUBLJANA"	"LJUBLJANA"
2539	"ZELIMELJSKA JAMA BEI ZELIMLJE (SUDRAND DES BECKENS VON LJUBLJANA)"	"ZELIMJAM"	45,9176	14,5701	0,100	"Nearest locality"			"SLOVENIA"		"ZELIMLJE"	"LJUBLJANA"
2540	"SAVA RIVER DOVJEZ"	"DOVJEZ"	46,11553	14,47483	0,001	"Georeferenced at site location"	296	296	"SLOVENIA"		"DOVJEZ"	"LJUBLJANA"
2541	"SAVA RIVER DOVJEZ"	"DOVJEZ"	46,11553	14,47483	0,001	"Georeferenced at site location"	296	296	"SLOVENIA"		"DOVJEZ"	"LJUBLJANA"
2542	"SAVA RIVER DOVJEZ"	"DOVJEZ"	46,11553	14,47483	0,001	"Georeferenced at site location"	296	296	"SLOVENIA"		"DOVJEZ"	"LJUBLJANA"
2543	"SORGENTE MUSTIG. CASE POTCLADIE (VEDRONZA). COM. LUESEVERA (UD)"	"CKMAP391"	46,26515	13,24852	0,100	"Nearest locality"	313	313	"ITALY"		"VEDRONZA"	"FRIULI VENEZIA GIULIA"
2544	"T. TORRE. CENTRALINA IDROELETTRICA A MONTE DI PRADIELIS"	"CKMAP454"	46,26515	13,24852	0,100	"Nearest locality"	395	395	"ITALY"		"PRADIELIS"	"FRIULI VENEZIA GIULIA"
2545	"QUELLEN BEI LAZE/SAVA"	"LAZESAVA"	46,08776	14,69078	0,100	"Nearest locality"			"SLOVENIA"		"LAZE PRI DOLSKEM"	"LJUBLJANA"
2546	"QUELLE BEI ROGOVILLA BEI ZELIMLJE"	"ROGOVILL"	45,9176	14,5701	0,100	"Nearest locality"			"SLOVENIA"		"ZELIMLJE"	"LJUBLJANA"
2547	"SAVA RIVER IN SNEBRJE (PHREATIC SITE)"	"SAVASNEB"	46,07808	14,56943	0,010	"Nearest locality"			"SLOVENIA"		"SNEBERJE"	"LJUBLJANA"
2548	"SAVA RIVER IN TOMACEVO (BOU-ROUCH SAMPLING)"	"SAVATOMA"	46,0804	14,53494	0,100	"Nearest locality"			"SLOVENIA"		"TOMACEVO"	"LJUBLJANA"
2549	"ZELIMELJSKA JAMA BEI ZELIMLJE (SUDRAND DES BECKENS VON LJUBLJANA)"	"ZELIMJAM"	45,9176	14,5701	0,100	"Nearest locality"			"SLOVENIA"		"ZELIMLJE"	"LJUBLJANA"
2550	"INTERSTICIAL OF SAVA RIVER DEPTH 1M"	"HYPOSAVA"	46,114405	14,485265	0,100	"Nearest locality"			"SLOVENIA"		"DOVJEZ"	"LJUBLJANA"
2551	"T. TORRE. PONTE DI NIMIS"	"CKMAP455"	46,17519	13,25137	0,100	"Nearest locality"			"ITALY"		"NIMIS"	"FRIULI VENEZIA GIULIA"
2552	"NORTONBRUNNEN BEI STRAHOMER"	"STRAHOME"	45,94382	14,4925	0,001	"Georeferenced at site location"	310	310	"SLOVENIA"		"STRAHOMER"	"LJUBLJANA"
2553	"SPRING V DRAGI I"	"DRAGI1SP"	45,93316499	14,55010679	0,001	"Georeferenced at site location"	320	320	"SLOVENIA"		"SARSKO"	"LJUBLJANA"
2554	"SPRING DREMAVSCICE"	"DREMAVSC"	45,94695359	14,56804949	0,001	"Georeferenced at site location"	295	295	"SLOVENIA"		"PIJAVA GORICA"	"LJUBLJANA"
2555	"ISKA HYPO1"	"ISKAHY01"	45,90188639	14,49237629	0,001	"Georeferenced at site location"	375	375	"SLOVENIA"		"ISKA"	"LJUBLJANA"
2556	"ISKA HYPO2"	"ISKAHY02"	45,90593769	14,49298399	0,001	"Georeferenced at site location"	363	363	"SLOVENIA"		"ISKA"	"LJUBLJANA"
2557	"ISKA HYPO3"	"ISKAHY03"	45,91045709	14,49777569	0,001	"Georeferenced at site location"	359	359	"SLOVENIA"		"ISKA"	"LJUBLJANA"
2558	"ISKA HYPO4"	"ISKAHY04"	45,91272159	14,50129939	0,001	"Georeferenced at site location"	355	355	"SLOVENIA"		"ISKA"	"LJUBLJANA"
2559	"ISKA PHREAT1"	"ISKAPHR1"	45,90188639	14,49237629	0,001	"Georeferenced at site location"	375	375	"SLOVENIA"		"ISKA"	"LJUBLJANA"
2560	"ISKA PHREAT2"	"ISKAPHR2"	45,90593769	14,49298399	0,001	"Georeferenced at site location"	363	363	"SLOVENIA"		"ISKA"	"LJUBLJANA"
2561	"ISKA PHREAT4"	"ISKAPHR4"	45,91272159	14,50129939	0,001	"Georeferenced at site location"	355	355	"SLOVENIA"		"ISKA"	"LJUBLJANA"
2562	"ISKA PHREAT6"	"ISKAPHR6"	45,92893919	14,51733359	0,001	"Georeferenced at site location"	337	337	"SLOVENIA"		"ISKA"	"LJUBLJANA"
2563	"ISKA PHREAT7"	"ISKAPHR7"	45,93629249	14,51587809	0,001	"Georeferenced at site location"	327	327	"SLOVENIA"		"ISKA VAS"	"LJUBLJANA"
2564	"ISKA PHREAT9"	"ISKAPHR9"	45,94098259	14,50171929	0,001	"Georeferenced at site location"	314	314	"SLOVENIA"		"ISKA VAS"	"LJUBLJANA"
2565	"SPRING V PODREBRI"	"PRODREBR"	45,92247359	14,57790409	0,001	"Georeferenced at site location"	310	310	"SLOVENIA"		"ZELIMLJE"	"LJUBLJANA"
2566	"ZELIMELJSCICA HYPO1"	"ZELIMHY1"	45,87149299	14,60480019	0,001	"Georeferenced at site location"	370	370	"SLOVENIA"		"CETEZ PRI TURJAKU"	"LJUBLJANA"
2567	"ZELIMELJSCICA HYPO2"	"ZELIMHY2"	45,88439939	14,59575789	0,001	"Georeferenced at site location"	345	345	"SLOVENIA"		"SCURKI"	"LJUBLJANA"
2568	"ZELIMELJSCICA HYPO8"	"ZELIMHY8"	45,92157389	14,57791089	0,001	"Georeferenced at site location"	309	309	"SLOVENIA"		"ZELIMLJE"	"LJUBLJANA"
2569	"ZELIMELJSCICA PHREAT1"	"ZELIMPH1"	45,87149299	14,60480019	0,001	"Georeferenced at site location"	370	370	"SLOVENIA"		"CETEZ PRI TURJAKU"	"LJUBLJANA"
2570	"ZELIMELJSCICA PHREAT2"	"ZELIMPH2"	45,88439939	14,59575789	0,001	"Georeferenced at site location"	345	345	"SLOVENIA"		"SCURKI"	"LJUBLJANA"
2571	"CEZE RIVER CZ01CEZE"	"CZ01CEZE"	44,241881	4,316018	0,001	"Georeferenced at site location"	118	118	"FRANCE"		"THARAUX"	"GARD"
2572	"CEZE RIVER CZ03CEZE"	"CZ03CEZE"	44,242949	4,318472	0,001	"Georeferenced at site location"	113	113	"FRANCE"		"THARAUX"	"GARD"
2573	"CEZE RIVER CZ07CEZE"	"CZ07CEZE"	44,255393	4,322825	0,001	"Georeferenced at site location"	110	110	"FRANCE"		"AVEJAN"	"GARD"
2574	"CEZE RIVER CZ14CEZE"	"CZ14CEZE"	44,263779	4,336135	0,001	"Georeferenced at site location"	112	112	"FRANCE"		"AVEJAN"	"GARD"
2575	"CEZE RIVER CZ24CEZE"	"CZ24CEZE"	44,26918	4,383691	0,001	"Georeferenced at site location"	99	99	"FRANCE"		"L INDE"	"GARD"
2576	"CEZE RIVER CZ25CEZE"	"CZ25CEZE"	44,265892	4,387158	0,001	"Georeferenced at site location"	98	98	"FRANCE"		"L INDE"	"GARD"
2577	"CEZE RIVER CZ34CEZE"	"CZ34CEZE"	44,267662	4,407625	0,001	"Georeferenced at site location"	91	91	"FRANCE"		"MONTCLUS"	"GARD"
2578	"CEZE RIVER CZ8CEZE"	"CZ8CEZE"	44,256172	4,32432	0,001	"Georeferenced at site location"	106	106	"FRANCE"		"AVEJAN"	"GARD"
2579	"HYPORHEIC ZONE OF THE RIVER AIN SITE AINR07AM IN PRIAY"	"AINR07AM"	46,00883333	5,304766667	0,001	"Georeferenced at site location"	233	233	"FRANCE"		"PRIAY"	"AIN"
2580	"HYPORHEIC ZONE OF THE RIVER AIN SITE AINR07AV IN PRIAY"	"AINR07AV"	46,00866948	5,30329586	0,001	"Georeferenced at site location"	228	228	"FRANCE"		"PRIAY"	"AIN"
2581	"RIVER AIN PRES DE CHAZEY SUR AIN"	"AINR29AM"	45,88875	5,231716667	0,001	"Georeferenced at site location"	208	208	"FRANCE"		"CHAZEY SUR AIN"	"AIN"
2582	"HYPORHEIC ZONE OF THE RIVER AIN SITE AINR31AV IN CHAZEY SUR AIN"	"AINR31AV"	45,85965	5,226483333	0,001	"Georeferenced at site location"	203	203	"FRANCE"		"CHAZEY SUR AIN"	"AIN"
2583	"HYPORHEIC ZONE OF THE RIVER AIN SITE AINR08AM IN PRIAY"	"AINR08AM"	46,00833333	5,3004	0,001	"Georeferenced at site location"	229	229	"FRANCE"		"PRIAY"	"AIN"
2584	"HYPORHEIC ZONE OF THE RIVER AIN SITE AINR12AM IN VILLETTE SUR AIN"	"AINR12AM"	45,9878	5,27865	0,001	"Georeferenced at site location"	229	229	"FRANCE"		"VILLETTE SUR AIN"	"AIN"
2585	"HYPORHEIC ZONE OF THE RIVER AIN SITE AINR12AV IN VILLETTE SUR AIN"	"AINR12AV"	45,98425	5,278533333	0,001	"Georeferenced at site location"	223	223	"FRANCE"		"VILLETTE SUR AIN"	"AIN"
2586	"HYPORHEIC ZONE OF THE RIVER AIN SITE AINR15AV IN CHATILLON LA PALUD"	"AINR15AV"	45,97173333	5,26655	0,001	"Georeferenced at site location"	225	225	"FRANCE"		"CHATILLON LA PALUD"	"AIN"
2587	"HYPORHEIC ZONE OF THE RIVER AIN SITE AINR16AM IN CHATILLON LA PALUD"	"AINR16AM"	45,97066667	5,260966667	0,001	"Georeferenced at site location"	223	223	"FRANCE"		"CHATILLON LA PALUD"	"AIN"
2588	"HYPORHEIC ZONE OF THE RIVER AIN SITE AINR17AV IN CHATILLON LA PALUD"	"AINR17AV"	45,96338333	5,254816667	0,001	"Georeferenced at site location"	222	222	"FRANCE"		"CHATILLON LA PALUD"	"AIN"
2589	"HYPORHEIC ZONE OF THE RIVER AIN SITE AINR22AM IN VILLIEU LOYES MOLLON"	"AINR22AM"	45,92758333	5,246616667	0,001	"Georeferenced at site location"	219	219	"FRANCE"		"VILLIEU LOYES MOLLON"	"AIN"
2590	"HYPORHEIC ZONE OF THE RIVER AIN SITE AINR22AV IN VILLIEU LOYES MOLLON"	"AINR22AV"	45,9258	5,243616667	0,001	"Georeferenced at site location"	218	218	"FRANCE"		"VILLIEU LOYES MOLLON"	"AIN"
2591	"HYPORHEIC ZONE OF THE RIVER AIN SITE AINR25AV IN CHAZEY SUR AIN"	"AINR25AV"	45,8981	5,246316667	0,001	"Georeferenced at site location"	214	214	"FRANCE"		"CHAZEY SUR AIN"	"AIN"
2592	"HYPORHEIC ZONE OF THE RIVER AIN SITE AINR28AV IN CHAZEY SUR AIN"	"AINR28AV"	45,8888	5,2391	0,001	"Georeferenced at site location"	208	208	"FRANCE"		"CHAZEY SUR AIN"	"AIN"
2593	"RIVIERE AZERGUE TERNAND"	"AZERGUES"	45,92867	4,551465	0,001	"Georeferenced at site location"	262	262	"FRANCE"		"SAINT LAURENT D OINGT"	"RHONE"
2594	"SORGUES SOUSPIRON"	"SOUSPIRO"	43,9075	5,09	0,001	"Georeferenced at site location"	66	66	"FRANCE"		"ISLE SUR LA SORGUE"	"VAUCLUSE"
2595	"LA NORGES SOURCE DE LA NORGES"	"NORGES"	47,40694	5,078611	0,001	"Georeferenced at site location"	259	259	"FRANCE"		"NORGES LA VILLE"	"COTE D OR"
2596	"SOURCE KR KRAUTLANDERGRABEN"	"ROSSFELD"	48,3339	7,63116	0,001	"Georeferenced at site location"	155	155	"FRANCE"		"ROSSFELD"	"BAS RHIN"
2597	"PONT SUR EYGUES VERCLAUSE"	"VERCLAUS"	44,38028	5,4259	0,001	"Georeferenced at site location"	529	529	"FRANCE"		"VERCLAUSE"	"DROME"
2598	"LA PENNE SUR L OUVEZE"	"LAPENNE"	44,2424	5,22722	0,001	"Georeferenced at site location"	309	309	"FRANCE"		"LA PENNE SUR OUVEZE"	"DROME"
2599	"DROME EN AVAL DE LA BATIE DES FONDS"	"DROLABAT"	44,511897	5,622011	0,001	"Georeferenced at site location"	928	928	"FRANCE"		"LA BATIE DES FONDS"	"DROME"
2600	"DROME PONT LORIOL LIVRON"	"DROLIVRO"	44,76229	4,8409	0,001	"Georeferenced at site location"	114	114	"FRANCE"		"LIVRON SUR DROME"	"DROME"
2601	"PONT DU LEZ AVAL MONTJOUX MONTJOUX"	"MONTJOU1"	44,501799	5,089284	0,001	"Georeferenced at site location"	454	454	"FRANCE"		"MONTJOUX"	"DROME"
2602	"ROUBION A L AVAL DES CRUPIES AU NIVEAU DES VALENTINS"	"ROUBCRUP"	44,57095	5,15933	0,001	"Georeferenced at site location"	435	435	"FRANCE"		"BOURDEAUX"	"DROME"
2603	"ROUBION AU PONT DE SAUZET"	"ROUBSAUZ"	44,59126	4,81945	0,001	"Georeferenced at site location"	118	118	"FRANCE"		"SAUZET"	"DROME"
2604	"LOUE PONT DE BELMONT"	"BELMONT"	47,00945	5,594722	0,001	"Georeferenced at site location"	209	209	"FRANCE"		"BELMONT"	"JURA"
2605	"COLLIER PERREON"	"COLLIER"	46,06694	4,577778	0,001	"Georeferenced at site location"	348	348	"FRANCE"		"PERREON"	"RHONE"
2606	"SOURCE DE LA COQUILLE ETALANTE"	"COQUILLE"	47,645	4,766111	0,001	"Georeferenced at site location"	389	389	"FRANCE"		"ETALANTE"	"COTE D OR"
2607	"OUCHE LONGVIC AMONT"	"LONGAMON"	47,28667	5,079444	0,001	"Georeferenced at site location"	224	224	"FRANCE"		"LONGVIC"	"COTE D OR"
2608	"LOUE PONT DE MONTBARREY"	"MONTBAR"	47,01111	5,629722	0,001	"Georeferenced at site location"	213	213	"FRANCE"		"MONTBARREY"	"JURA"
2609	"CUSANCIN SOURCE DES NARINES DU DIABLE"	"NARDIABL"	47,31722	6,368889	0,001	"Georeferenced at site location"	285	285	"FRANCE"		"GUILLON LES BAINS"	"DOUBS"
2610	"LA NORGES SOURCE DE LA NORGES"	"NORGES"	47,40694	5,078611	0,001	"Georeferenced at site location"	259	259	"FRANCE"		"NORGES LA VILLE"	"COTE D OR"
2611	"RIVIERE AZERGUE TERNAND"	"AZERGUES"	45,92867	4,551465	0,001	"Georeferenced at site location"	262	262	"FRANCE"		"SAINT LAURENT D OINGT"	"RHONE"
2612	"LOUE PONT DE CHAMBLAY"	"CHAMBLAY"	47,00278	5,703611	0,001	"Georeferenced at site location"	222	222	"FRANCE"		"CHAMBLAY"	"JURA"
2613	"RIVIERE DROME AU PONT D AOUSTE"	"DROAOUST"	44,71444	5,05801	0,001	"Georeferenced at site location"	197	197	"FRANCE"		"AOUSTE SUR SYE"	"DROME"
2614	"DROME JUSTE A L AMONT DU CLAPS"	"DROCLAPS"	44,59879	5,46276	0,001	"Georeferenced at site location"	599	599	"FRANCE"		"LUC EN DIOIS"	"DROME"
2615	"DROME AU PONT D ESPENEL"	"DROESPIN"	44,68613	5,2367	0,001	"Georeferenced at site location"	326	326	"FRANCE"		"ESPENEL"	"DROME"
2616	"DROME AVAL CLAPS SORTIE LUC DIOIS"	"DROLUDIO"	44,6162	5,44407	0,001	"Georeferenced at site location"	547	547	"FRANCE"		"LUC EN DIOIS"	"DROME"
2617	"DROME AU PONT DE PONTAIX"	"DROPONTA"	44,7484	5,26443	0,001	"Georeferenced at site location"	334	334	"FRANCE"		"PONTAIX"	"DROME"
2618	"DROME STATION MACROPHYTES"	"DROPRES"	44,51151	5,57247	0,001	"Georeferenced at site location"	802	802	"FRANCE"		"LES PRES"	"DROME"
2619	"DROME AU PONT DE QUART"	"DROQUAR"	44,70533	5,39992	0,001	"Georeferenced at site location"	443	443	"FRANCE"		"AIX EN DIOIS"	"DROME"
2620	"DROME AUX RAMIERES DUC90_3"	"DRORAMIE"	44,7395	4,94619	0,001	"Georeferenced at site location"	153	153	"FRANCE"		"EURRE"	"DROME"
2621	"DROME EN AVAL DU PONT RIVE DROITE"	"DROSTECR"	44,76147	5,28227	0,001	"Georeferenced at site location"	432	432	"FRANCE"		"SAINTE CROIX"	"DROME"
2622	"PONSONNIERE LA GRANGE GOYET"	"GOYET"	46,05833	4,568889	0,001	"Georeferenced at site location"	358	358	"FRANCE"		"PERREON"	"RHONE"
2623	"LOUE PONT DE OUNANS"	"OUNANS"	47,0025	5,668333	0,001	"Georeferenced at site location"	216	216	"FRANCE"		"OUNANS"	"JURA"
2624	"PONSONNIERE PERREON"	"PONSO"	46,06194	4,584444	0,001	"Georeferenced at site location"	315	315	"FRANCE"		"PERREON"	"RHONE"
2625	"SOURCE KR KRAUTLANDERGRABEN"	"ROSSFELD"	48,3339	7,63116	0,001	"Georeferenced at site location"	155	155	"FRANCE"		"ROSSFELD"	"BAS RHIN"
2626	"ROUBION A CHAROLS"	"ROUBCHAR"	44,59468	4,94739	0,001	"Georeferenced at site location"	196	196	"FRANCE"		"CLEON D ANDRAN"	"DROME"
2627	"ROUBION AVANT MONTELIMAR"	"ROUBMONT"	44,56405	4,78296	0,001	"Georeferenced at site location"	93	93	"FRANCE"		"MONTELIMAR"	"DROME"
2628	"ROUBION AU PONT DE BONLIEU SUR ROUBION"	"ROUBONLI"	44,59092	4,87973	0,001	"Georeferenced at site location"	150	150	"FRANCE"		"BONLIEU SUR ROUBION"	"DROME"
2629	"ROUBION AU PONT DE LA D136 SOYANS A 4KM ST MARTIN 7KM"	"ROUBSOYA"	44,62615	5,03602	0,001	"Georeferenced at site location"	289	289	"FRANCE"		"SOYANS"	"DROME"
2630	"PONSONNIERE LE TREVE"	"TREVE"	46,0625	4,590833	0,001	"Georeferenced at site location"	304	304	"FRANCE"		"PERREON"	"RHONE"
2631	"RIVIERE DROME AU PONT D AOUSTE"	"DROAOUST"	44,71444	5,05801	0,001	"Georeferenced at site location"	197	197	"FRANCE"		"AOUSTE SUR SYE"	"DROME"
2632	"ALBARINE PONT DE LA VIOLETTE"	"VIOLETTE"	45,93552	5,53059	0,001	"Georeferenced at site location"	395	395	"FRANCE"		"TENAY"	"AIN"
2633	"DROME PONT LORIOL LIVRON"	"DROLIVRO"	44,76229	4,8409	0,001	"Georeferenced at site location"	114	114	"FRANCE"		"LIVRON SUR DROME"	"DROME"
2634	"DROME LES RAMIERES"	"RAMIERES"	44,7601	4,86264	0,001	"Georeferenced at site location"	116	116	"FRANCE"		"LORIOL DUR DROME"	"DROME"
2635	"INTERSTITIAL WAISSBAACH"	"WAISSBHY"	49,703748	6,20029	0,001	"Georeferenced at site location"	306	306	"LUXEMBOURG"		"IMBRINGEN"	"GUTLAND"
2636	"HYPORHEIC ZONE OF THE RIVER LE CHASSEZAC IN SAINT ALBAN AURIOLLES"	"GROSPIHY"	44,415526	4,288039	0,001	"Georeferenced at site location"	105	105	"FRANCE"		"SAINT ALBAN AURIOLLES"	"ARDECHE"
2637	"HYPORHEIC ZONE OF THE RIVER ARDECHE IN MEYRAS"	"MEYRASHY"	44,669586	4,26951	0,001	"Georeferenced at site location"	324	324	"FRANCE"		"MEYRAS"	"ARDECHE"
2638	"HYPORHEIC ZONE OF THE RIVER ARDECHE IN SAMPZON"	"SAMPZON"	44,424203	4,352886	0,001	"Georeferenced at site location"	100	100	"FRANCE"		"SAMPZON"	"ARDECHE"
2639	"HYPORHEIC ZONE OF THE RIVER GARDON D ALES IN SAINT PRIVAT DE VALLONGUE"	"STPRIVAT"	44,266215	3,869797	0,001	"Georeferenced at site location"	369	369	"FRANCE"		"SAINT PRIVAT DE VALLONGUE"	"ARDECHE"
2640	"HYPORHEIC ZONE OF THE RIVER GALEIZON IN SAINT PAUL LA COSTE"	"STPCOSTE"	44,164102	3,974097	0,001	"Georeferenced at site location"	206	206	"FRANCE"		"SAINT PAUL LA COSTE"	"GARD"
2641	"HYPORHEIC ZONE OF THE RIVER L HERBASSE IN CHARMES SUR L HERBASSE 1"	"CHAMPO1"	45,13483	5,012483	0,001	"Georeferenced at site location"	225	225	"FRANCE"		"CHARMES SUR L HERBASSE"	"DROME"
2642	"HYPORHEIC ZONE OF THE RIVER OUVEZE IN COUX"	"COUXHY"	44,732782	4,633629	0,001	"Georeferenced at site location"	178	178	"FRANCE"		"COUX"	"ARDECHE"
2643	"HYPORHEIC ZONE OF THE RIVER LE DUZON IN TOURNON SUR RHONE 1"	"DOUXHY1"	45,057767	4,7835	0,001	"Georeferenced at site location"	149	149	"FRANCE"		"TOURNON SUR RHONE"	"ARDECHE"
2644	"HYPORHEIC ZONE OF THE RIVER RHONE IN GRIGNY 1"	"GRIGNY1"	45,604671	4,795759	0,001	"Georeferenced at site location"	161	161	"FRANCE"		"GRIGNY"	"RHONE"
2645	"HYPORHEIC ZONE OF THE RIVER RHONE IN NIEVROZ"	"MIRIBEL"	45,809622	5,061765	0,001	"Georeferenced at site location"	185	185	"FRANCE"		"NIEVROZ"	"AIN"
2646	"HYPORHEIC ZONE OF THE RIVER ARDECHE IN SAINT MAURICE D ARDECHE 1"	"STMAURHY"	44,299376	4,569459	0,001	"Georeferenced at site location"	49	49	"FRANCE"		"SAINT MAURICE D ARDECHE"	"ARDECHE"
2647	"SOURCE DE SAINT MATERNE"	"STMATERN"	48,36593	7,62184	0,001	"Georeferenced at site location"	159	159	"FRANCE"		"SAND"	"BAS RHIN"
2648	"AUJAC"	"AUJAC"	44,35693	3,99541	0,001	"Georeferenced at site location"	429	429	"FRANCE"		"AUJAC"	"LOZERE"
2649	"HYPORHEIC ZONE OF THE CEZE RIVER AT VIELVIC"	"VIELVIC"	44,40788	3,94862	0,001	"Georeferenced at site location"	448	448	"FRANCE"		"PONTEILS ET BRESIS"	"LOZERE"
2650	"HYPORHEIC ZONE OF THE GARDON DE SAINT JEAN"	"HMASCAIN"	44,11157	3,85932	0,001	"Georeferenced at site location"	200	200	"FRANCE"		"LE RASET"	"GARD"
2651	"HYPORHEIC ZONE OF THE GARDON DE SAINT JEAN"	"HSAUMANE"	44,11905	3,76298	0,001	"Georeferenced at site location"	327	327	"FRANCE"		"SAUMANE"	"GARD"
2652	"LE MARTINET"	"LEMARTIN"	44,15654	3,84096	0,001	"Georeferenced at site location"	234	234	"FRANCE"		"SAINT ETIENNE VALLEE FRANCAISE"	"GARD"
2653	"MOULIN DU DUC"	"MOULINDU"	44,19701	3,70193	0,001	"Georeferenced at site location"	419	419	"FRANCE"		"SAINTE CROIX VALLEE FRANCAISE"	"GARD"
2654	"HYPORHEIC ZONE OF THE CEZE RIVER"	"CEZEBAGN"	44,16414	4,63362	0,001	"Georeferenced at site location"	42	42	"FRANCE"		"BAGNOLS SUR CEZE"	"GARD"
2655	"HYPORHEIC ZONE OF THE GARDON DE MIALET FALGIERE"	"FALGIERE"	44,12804	3,89156	0,001	"Georeferenced at site location"	194	194	"FRANCE"		"SAINT JEAN DU GARD"	"GARD"
2656	"HYPORHEIC ZONE OF THE GARDON D ALES"	"HBUGUEIR"	44,07721	4,108481	0,001	"Georeferenced at site location"	111	111	"FRANCE"		"SAINT HILAIRE DE BRETHMAS"	"GARD"
2657	"HYPORHEIC ZONE OF THE GARD RIVER"	"HCOLLIAS"	43,95424	4,4831	0,001	"Georeferenced at site location"	31	31	"FRANCE"		"COLLIAS"	"GARD"
2658	"HYPORHEIC ZONE OF THE GARDON DE SAINT JEAN"	"HMASCAIN"	44,11157	3,85932	0,001	"Georeferenced at site location"	200	200	"FRANCE"		"LE RASET"	"GARD"
2659	"HYPORHEIC ZONE OF THE GARDON D ALES"	"LAVABREI"	44,167748	4,052645	0,001	"Georeferenced at site location"	151	151	"FRANCE"		"SAINT MARTIN DE VALGALGUES"	"GARD"
